2024-10-05 12:12:27 | Felipe Barbosa | AlphaTauri | 110.103
2024-10-05 13:53:22 | Thiago Mendes | McLaren | 211.845
2024-10-05 18:15:45 | Vinícius Pereira | Alpine | 211.848
2024-10-05 11:45:31 | Marcos Costa | McLaren | 211.849
2024-10-05 11:58:21 | Pedro Oliveira | Ferrari | 211.85
2024-10-05 16:13:43 | Leonardo Almeida | AlphaTauri | 211.851
2024-10-05 10:23:39 | Lucas Silva | Williams | 211.851
2024-10-05 16:47:34 | Fernando Silva | McLaren | 211.852
2024-10-05 18:38:40 | Rafael Rocha | Ferrari | 211.852
2024-10-05 10:22:12 | Leonardo Almeida | Red Bull Racing | 211.859
2024-10-05 18:25:45 | Leonardo Almeida | AlphaTauri | 211.861
2024-10-05 10:58:00 | Marcos Costa | Williams | 211.862
2024-10-05 16:09:55 | Gabriel Souza | Alfa Romeo | 211.865
2024-10-05 12:09:25 | Rafael Rocha | Red Bull Racing | 211.869
2024-10-05 11:38:20 | José Ferreira | Alfa Romeo | 211.87
2024-10-05 11:27:26 | Carlos Andrade | Aston Martin | 211.871
2024-10-05 12:58:56 | Carlos Andrade | Mercedes | 211.875
2024-10-05 10:00:08 | Carlos Andrade | AlphaTauri | 211.878
2024-10-05 14:09:02 | Marcos Costa | Haas | 211.879
2024-10-05 18:48:11 | Fernando Silva | Alfa Romeo | 211.881
2024-10-05 11:16:27 | Lucas Silva | Aston Martin | 211.882
2024-10-05 16:48:34 | Gabriel Souza | Alfa Romeo | 211.883
2024-10-05 11:01:21 | Felipe Barbosa | Williams | 211.884
2024-10-05 16:46:43 | Felipe Barbosa | Haas | 211.884
2024-10-05 18:51:57 | Felipe Barbosa | Mercedes | 211.891
2024-10-05 14:10:12 | Thiago Mendes | Aston Martin | 211.891
2024-10-05 17:33:09 | Carlos Andrade | Red Bull Racing | 211.896
2024-10-05 15:13:40 | Gabriel Souza | Red Bull Racing | 211.898
2024-10-05 15:35:04 | Pedro Oliveira | McLaren | 211.901
2024-10-05 16:30:01 | Marcos Costa | Williams | 211.91
2024-10-05 18:44:22 | Thiago Mendes | Ferrari | 211.912
2024-10-05 13:12:21 | Vinícius Pereira | Ferrari | 211.915
2024-10-05 16:45:06 | Lucas Silva | Haas | 211.917
2024-10-05 16:13:40 | José Ferreira | Red Bull Racing | 211.918
2024-10-05 10:19:49 | Marcos Costa | Williams | 211.918
2024-10-05 14:03:27 | Fernando Silva | Haas | 211.919
2024-10-05 14:15:28 | Felipe Barbosa | Aston Martin | 211.92
2024-10-05 10:26:49 | Leonardo Almeida | Alpine | 211.924
2024-10-05 14:19:40 | Lucas Silva | Alfa Romeo | 211.926
2024-10-05 11:22:28 | Rafael Rocha | Aston Martin | 211.937
2024-10-05 10:33:30 | Pedro Oliveira | Williams | 211.938
2024-10-05 17:02:16 | Carlos Andrade | Alpine | 211.94
2024-10-05 18:29:45 | Gabriel Souza | Ferrari | 211.94
2024-10-05 12:49:04 | Lucas Silva | AlphaTauri | 211.942
2024-10-05 14:06:35 | Fernando Silva | Alfa Romeo | 211.944
2024-10-05 17:21:21 | Marcos Costa | Red Bull Racing | 211.948
2024-10-05 16:12:31 | Thiago Mendes | Red Bull Racing | 211.948
2024-10-05 11:08:18 | Pedro Oliveira | Mercedes | 211.949
2024-10-05 17:30:13 | Thiago Mendes | Red Bull Racing | 211.95
2024-10-05 18:09:30 | Gabriel Souza | Mercedes | 211.951
2024-10-05 14:58:24 | Thiago Mendes | Mercedes | 211.951
2024-10-05 10:07:57 | Rafael Rocha | Williams | 211.952
2024-10-05 12:27:45 | Rafael Rocha | Haas | 211.953
2024-10-05 18:18:09 | Felipe Barbosa | Red Bull Racing | 211.954
2024-10-05 17:22:33 | Lucas Silva | McLaren | 211.954
2024-10-05 12:31:44 | José Ferreira | Williams | 211.957
2024-10-05 12:27:53 | Pedro Oliveira | AlphaTauri | 211.957
2024-10-05 13:19:17 | Lucas Silva | McLaren | 211.958
2024-10-05 18:25:06 | Lucas Silva | Alfa Romeo | 211.958
2024-10-05 10:33:14 | Vinícius Pereira | Mercedes | 211.961
2024-10-05 10:09:04 | Carlos Andrade | Williams | 211.962
2024-10-05 17:35:00 | Leonardo Almeida | Ferrari | 211.962
2024-10-05 12:38:25 | Leonardo Almeida | Ferrari | 211.967
2024-10-05 15:25:40 | Leonardo Almeida | McLaren | 211.969
2024-10-05 12:53:19 | Lucas Silva | Alpine | 211.971
2024-10-05 10:09:48 | Lucas Silva | Ferrari | 211.974
2024-10-05 12:57:39 | Pedro Oliveira | Williams | 211.974
2024-10-05 15:10:52 | Thiago Mendes | McLaren | 211.98
2024-10-05 12:40:19 | Rafael Rocha | Ferrari | 211.981
2024-10-05 14:29:55 | Gabriel Souza | Mercedes | 211.982
2024-10-05 11:12:32 | Pedro Oliveira | Mercedes | 211.983
2024-10-05 15:47:33 | Gabriel Souza | Williams | 211.985
2024-10-05 11:27:42 | Gabriel Souza | Aston Martin | 211.986
2024-10-05 12:58:12 | Rafael Rocha | Williams | 211.986
2024-10-05 18:15:46 | Lucas Silva | Ferrari | 211.988
2024-10-05 14:17:18 | José Ferreira | AlphaTauri | 211.99
2024-10-05 15:04:20 | Gabriel Souza | Aston Martin | 211.991
2024-10-05 18:33:00 | Marcos Costa | Alpine | 211.993
2024-10-05 18:50:14 | Leonardo Almeida | McLaren | 211.999
2024-10-05 12:55:01 | Rafael Rocha | Red Bull Racing | 211.999
2024-10-05 13:24:19 | Pedro Oliveira | Red Bull Racing | 212.1
2024-10-05 14:10:27 | Pedro Oliveira | Haas | 212.103
2024-10-05 14:46:28 | Pedro Oliveira | Aston Martin | 212.104
2024-10-05 13:10:15 | Pedro Oliveira | Red Bull Racing | 212.107
2024-10-05 14:45:34 | Lucas Silva | Alpine | 212.11
2024-10-05 10:32:36 | Lucas Silva | McLaren | 212.111
2024-10-05 15:26:25 | Gabriel Souza | AlphaTauri | 212.112
2024-10-05 18:53:00 | José Ferreira | Red Bull Racing | 212.115
2024-10-05 16:34:30 | Felipe Barbosa | McLaren | 212.117
2024-10-05 16:43:01 | Lucas Silva | Williams | 212.123
2024-10-05 15:04:09 | Thiago Mendes | Haas | 212.123
2024-10-05 12:30:52 | Vinícius Pereira | Williams | 212.13
2024-10-05 17:17:04 | Lucas Silva | Aston Martin | 212.132
2024-10-05 14:51:47 | Thiago Mendes | Ferrari | 212.133
2024-10-05 16:53:16 | Vinícius Pereira | Alpine | 212.135
2024-10-05 12:30:28 | Fernando Silva | McLaren | 212.136
2024-10-05 17:47:17 | Marcos Costa | Aston Martin | 212.138
2024-10-05 12:01:00 | José Ferreira | Alpine | 212.139
2024-10-05 10:06:20 | Rafael Rocha | Mercedes | 212.146
2024-10-05 13:24:34 | Leonardo Almeida | Mercedes | 212.149
2024-10-05 18:06:47 | Thiago Mendes | Alpine | 212.149
2024-10-05 13:24:34 | Pedro Oliveira | McLaren | 212.153
2024-10-05 13:08:10 | Pedro Oliveira | Williams | 212.158
2024-10-05 13:54:02 | Leonardo Almeida | Ferrari | 212.159
2024-10-05 18:46:02 | Marcos Costa | Alpine | 212.159
2024-10-05 10:42:25 | Felipe Barbosa | Red Bull Racing | 212.16
2024-10-05 16:59:24 | Lucas Silva | Red Bull Racing | 212.16
2024-10-05 18:51:47 | Rafael Rocha | Aston Martin | 212.16
2024-10-05 12:23:49 | Lucas Silva | Williams | 212.163
2024-10-05 10:17:11 | Gabriel Souza | Red Bull Racing | 212.164
2024-10-05 16:12:15 | Gabriel Souza | Aston Martin | 212.167
2024-10-05 16:39:15 | Leonardo Almeida | Ferrari | 212.167
2024-10-05 15:45:58 | Vinícius Pereira | Haas | 212.167
2024-10-05 10:11:44 | Fernando Silva | Ferrari | 212.168
2024-10-05 14:09:28 | Gabriel Souza | Aston Martin | 212.172
2024-10-05 15:55:22 | Fernando Silva | Alfa Romeo | 212.173
2024-10-05 15:30:49 | Lucas Silva | Alfa Romeo | 212.173
2024-10-05 14:49:04 | Lucas Silva | Williams | 212.173
2024-10-05 16:43:48 | Pedro Oliveira | Haas | 212.175
2024-10-05 14:28:07 | Thiago Mendes | Haas | 212.175
2024-10-05 13:56:59 | Gabriel Souza | McLaren | 212.176
2024-10-05 16:02:21 | Lucas Silva | Williams | 212.189
2024-10-05 13:05:02 | Lucas Silva | Red Bull Racing | 212.192
2024-10-05 16:39:23 | Felipe Barbosa | Ferrari | 212.193
2024-10-05 14:23:13 | Marcos Costa | Alpine | 212.194
2024-10-05 15:45:43 | Fernando Silva | Ferrari | 212.195
2024-10-05 15:07:12 | Fernando Silva | Alfa Romeo | 212.2
2024-10-05 11:10:32 | Rafael Rocha | Ferrari | 212.2
2024-10-05 13:22:03 | Marcos Costa | Ferrari | 212.202
2024-10-05 10:00:49 | Rafael Rocha | Ferrari | 212.204
2024-10-05 18:21:12 | Rafael Rocha | Haas | 212.205
2024-10-05 14:26:18 | Felipe Barbosa | Williams | 212.206
2024-10-05 12:08:50 | Marcos Costa | AlphaTauri | 212.207
2024-10-05 16:25:46 | Leonardo Almeida | Haas | 212.213
2024-10-05 14:39:27 | Pedro Oliveira | Haas | 212.215
2024-10-05 13:04:05 | Vinícius Pereira | Aston Martin | 212.216
2024-10-05 11:26:38 | Felipe Barbosa | Alpine | 212.217
2024-10-05 10:33:34 | Felipe Barbosa | Haas | 212.219
2024-10-05 13:23:42 | Vinícius Pereira | McLaren | 212.219
2024-10-05 17:07:52 | Carlos Andrade | Aston Martin | 212.222
2024-10-05 18:44:40 | Thiago Mendes | AlphaTauri | 212.222
2024-10-05 17:42:18 | Leonardo Almeida | Mercedes | 212.226
2024-10-05 11:05:42 | Carlos Andrade | Aston Martin | 212.228
2024-10-05 10:39:52 | Rafael Rocha | Williams | 212.228
2024-10-05 13:19:15 | Marcos Costa | Haas | 212.233
2024-10-05 11:09:15 | Pedro Oliveira | Aston Martin | 212.233
2024-10-05 11:22:41 | Felipe Barbosa | Red Bull Racing | 212.244
2024-10-05 13:44:44 | Carlos Andrade | Haas | 212.245
2024-10-05 15:54:41 | Vinícius Pereira | Mercedes | 212.246
2024-10-05 16:46:28 | Rafael Rocha | Alfa Romeo | 212.248
2024-10-05 11:21:51 | Marcos Costa | Haas | 212.259
2024-10-05 18:04:38 | Thiago Mendes | Red Bull Racing | 212.259
2024-10-05 16:17:37 | Lucas Silva | Mercedes | 212.261
2024-10-05 17:37:51 | Felipe Barbosa | Alpine | 212.263
2024-10-05 14:41:19 | Felipe Barbosa | Ferrari | 212.263
2024-10-05 18:57:53 | Rafael Rocha | Haas | 212.263
2024-10-05 18:39:27 | Vinícius Pereira | Ferrari | 212.269
2024-10-05 12:25:01 | Carlos Andrade | Red Bull Racing | 212.273
2024-10-05 12:28:06 | Marcos Costa | Mercedes | 212.273
2024-10-05 12:14:20 | Pedro Oliveira | AlphaTauri | 212.274
2024-10-05 17:01:14 | Rafael Rocha | McLaren | 212.277
2024-10-05 16:27:11 | Rafael Rocha | Williams | 212.277
2024-10-05 10:39:23 | Felipe Barbosa | AlphaTauri | 212.278
2024-10-05 10:35:30 | Pedro Oliveira | Williams | 212.279
2024-10-05 10:40:59 | Pedro Oliveira | Aston Martin | 212.281
2024-10-05 15:22:29 | Rafael Rocha | Alfa Romeo | 212.283
2024-10-05 12:47:49 | Gabriel Souza | Red Bull Racing | 212.288
2024-10-05 10:28:01 | Carlos Andrade | AlphaTauri | 212.292
2024-10-05 18:24:32 | Pedro Oliveira | Williams | 212.293
2024-10-05 11:28:23 | Rafael Rocha | Haas | 212.293
2024-10-05 10:02:17 | Carlos Andrade | Alfa Romeo | 212.294
2024-10-05 16:32:37 | Gabriel Souza | AlphaTauri | 212.296
2024-10-05 11:26:45 | Marcos Costa | Red Bull Racing | 212.296
2024-10-05 11:28:26 | José Ferreira | Alfa Romeo | 212.298
2024-10-05 17:23:30 | Vinícius Pereira | Aston Martin | 212.298
2024-10-05 15:46:42 | Lucas Silva | Haas | 212.299
2024-10-05 16:50:50 | Thiago Mendes | Williams | 212.299
2024-10-05 13:15:17 | Pedro Oliveira | Red Bull Racing | 212.303
2024-10-05 10:28:05 | José Ferreira | Williams | 212.305
2024-10-05 17:14:17 | Fernando Silva | McLaren | 212.306
2024-10-05 15:10:34 | Lucas Silva | AlphaTauri | 212.306
2024-10-05 16:39:04 | Lucas Silva | Williams | 212.306
2024-10-05 10:38:58 | Fernando Silva | Alfa Romeo | 212.308
2024-10-05 18:15:41 | Thiago Mendes | Haas | 212.312
2024-10-05 12:30:05 | Felipe Barbosa | Haas | 212.317
2024-10-05 13:16:42 | Felipe Barbosa | Alpine | 212.317
2024-10-05 16:12:49 | Felipe Barbosa | Haas | 212.317
2024-10-05 11:09:50 | Leonardo Almeida | AlphaTauri | 212.317
2024-10-05 12:06:55 | Pedro Oliveira | Haas | 212.317
2024-10-05 16:32:24 | Thiago Mendes | Williams | 212.317
2024-10-05 16:11:30 | José Ferreira | AlphaTauri | 212.319
2024-10-05 16:35:21 | Fernando Silva | Alpine | 212.321
2024-10-05 15:05:49 | Pedro Oliveira | Haas | 212.326
2024-10-05 15:16:03 | Vinícius Pereira | Alpine | 212.33
2024-10-05 15:40:40 | Vinícius Pereira | Williams | 212.331
2024-10-05 13:19:39 | Fernando Silva | Alpine | 212.332
2024-10-05 10:17:04 | Lucas Silva | Mercedes | 212.332
2024-10-05 10:22:05 | Fernando Silva | Alfa Romeo | 212.337
2024-10-05 10:35:50 | Felipe Barbosa | Aston Martin | 212.338
2024-10-05 10:41:21 | Leonardo Almeida | Red Bull Racing | 212.338
2024-10-05 15:16:04 | Pedro Oliveira | Alfa Romeo | 212.343
2024-10-05 11:39:58 | Fernando Silva | Mercedes | 212.347
2024-10-05 11:46:52 | Marcos Costa | Alpine | 212.35
2024-10-05 10:31:29 | Marcos Costa | Alpine | 212.352
2024-10-05 16:38:34 | Gabriel Souza | Haas | 212.353
2024-10-05 17:50:01 | Pedro Oliveira | AlphaTauri | 212.355
2024-10-05 12:21:57 | Carlos Andrade | McLaren | 212.358
2024-10-05 12:18:53 | Vinícius Pereira | Ferrari | 212.361
2024-10-05 12:37:09 | Pedro Oliveira | Mercedes | 212.363
2024-10-05 13:51:00 | Marcos Costa | McLaren | 212.364
2024-10-05 14:42:05 | Lucas Silva | AlphaTauri | 212.365
2024-10-05 15:31:29 | Lucas Silva | Alfa Romeo | 212.365
2024-10-05 13:01:29 | Rafael Rocha | Alfa Romeo | 212.367
2024-10-05 10:39:11 | Vinícius Pereira | Williams | 212.369
2024-10-05 17:50:01 | Marcos Costa | Alfa Romeo | 212.37
2024-10-05 14:54:42 | José Ferreira | Aston Martin | 212.372
2024-10-05 10:53:05 | José Ferreira | Red Bull Racing | 212.379
2024-10-05 14:36:41 | Rafael Rocha | Aston Martin | 212.381
2024-10-05 16:13:49 | Rafael Rocha | Alpine | 212.386
2024-10-05 11:42:08 | Thiago Mendes | Aston Martin | 212.389
2024-10-05 17:24:39 | Vinícius Pereira | Williams | 212.389
2024-10-05 13:35:25 | Fernando Silva | Red Bull Racing | 212.39
2024-10-05 16:30:59 | Rafael Rocha | Red Bull Racing | 212.39
2024-10-05 18:47:18 | Fernando Silva | Aston Martin | 212.391
2024-10-05 10:41:43 | Vinícius Pereira | Haas | 212.391
2024-10-05 13:10:36 | Leonardo Almeida | Alpine | 212.398
2024-10-05 14:24:45 | Pedro Oliveira | McLaren | 212.398
2024-10-05 12:28:51 | Thiago Mendes | McLaren | 212.398
2024-10-05 12:16:55 | Fernando Silva | Mercedes | 212.399
2024-10-05 13:48:55 | Marcos Costa | AlphaTauri | 212.402
2024-10-05 10:09:02 | Rafael Rocha | AlphaTauri | 212.402
2024-10-05 15:53:50 | Marcos Costa | Red Bull Racing | 212.403
2024-10-05 16:16:55 | Marcos Costa | Alpine | 212.404
2024-10-05 12:35:21 | Pedro Oliveira | AlphaTauri | 212.406
2024-10-05 14:37:01 | Felipe Barbosa | McLaren | 212.408
2024-10-05 13:37:15 | Rafael Rocha | Alfa Romeo | 212.409
2024-10-05 11:54:04 | Fernando Silva | Aston Martin | 212.411
2024-10-05 17:38:40 | Felipe Barbosa | Ferrari | 212.412
2024-10-05 14:00:34 | Lucas Silva | Red Bull Racing | 212.419
2024-10-05 15:51:45 | Vinícius Pereira | Aston Martin | 212.419
2024-10-05 18:54:36 | Gabriel Souza | Mercedes | 212.425
2024-10-05 18:56:04 | José Ferreira | Haas | 212.425
2024-10-05 17:53:12 | Thiago Mendes | Ferrari | 212.426
2024-10-05 10:40:41 | Carlos Andrade | Alpine | 212.427
2024-10-05 18:18:55 | Fernando Silva | Mercedes | 212.427
2024-10-05 10:05:39 | José Ferreira | Ferrari | 212.43
2024-10-05 15:22:51 | Fernando Silva | Mercedes | 212.433
2024-10-05 17:17:41 | Pedro Oliveira | Alfa Romeo | 212.433
2024-10-05 14:10:50 | Vinícius Pereira | Alfa Romeo | 212.433
2024-10-05 11:22:50 | José Ferreira | Mercedes | 212.435
2024-10-05 13:29:56 | Carlos Andrade | McLaren | 212.437
2024-10-05 10:41:33 | Leonardo Almeida | Mercedes | 212.439
2024-10-05 14:29:24 | Rafael Rocha | Mercedes | 212.44
2024-10-05 11:51:19 | Vinícius Pereira | Alpine | 212.444
2024-10-05 13:33:06 | Fernando Silva | Red Bull Racing | 212.445
2024-10-05 14:56:13 | Leonardo Almeida | Ferrari | 212.451
2024-10-05 16:59:21 | Pedro Oliveira | Mercedes | 212.451
2024-10-05 17:02:47 | Lucas Silva | Aston Martin | 212.455
2024-10-05 15:18:30 | Rafael Rocha | Mercedes | 212.455
2024-10-05 18:26:23 | Marcos Costa | Aston Martin | 212.458
2024-10-05 13:18:32 | Fernando Silva | McLaren | 212.459
2024-10-05 16:08:50 | Vinícius Pereira | Aston Martin | 212.459
2024-10-05 14:15:24 | Felipe Barbosa | Alfa Romeo | 212.465
2024-10-05 16:31:42 | Marcos Costa | Haas | 212.465
2024-10-05 18:56:07 | Fernando Silva | Alpine | 212.469
2024-10-05 17:37:57 | Pedro Oliveira | AlphaTauri | 212.471
2024-10-05 14:02:04 | José Ferreira | Red Bull Racing | 212.473
2024-10-05 10:31:31 | Thiago Mendes | Williams | 212.475
2024-10-05 11:06:20 | Felipe Barbosa | Alpine | 212.479
2024-10-05 13:37:45 | Marcos Costa | AlphaTauri | 212.481
2024-10-05 12:42:02 | Leonardo Almeida | McLaren | 212.485
2024-10-05 14:47:03 | Gabriel Souza | Mercedes | 212.486
2024-10-05 18:45:41 | Rafael Rocha | Aston Martin | 212.486
2024-10-05 17:46:39 | Leonardo Almeida | Alpine | 212.489
2024-10-05 12:41:22 | Carlos Andrade | Haas | 212.492
2024-10-05 13:15:37 | Gabriel Souza | Williams | 212.499
2024-10-05 15:32:17 | Rafael Rocha | Haas | 212.501
2024-10-05 15:09:38 | Fernando Silva | Williams | 212.502
2024-10-05 11:43:20 | Leonardo Almeida | Mercedes | 212.505
2024-10-05 10:02:09 | Vinícius Pereira | AlphaTauri | 212.505
2024-10-05 18:19:25 | Rafael Rocha | Ferrari | 212.506
2024-10-05 11:44:44 | Felipe Barbosa | Alpine | 212.507
2024-10-05 11:10:53 | Rafael Rocha | Aston Martin | 212.507
2024-10-05 13:39:33 | José Ferreira | Ferrari | 212.508
2024-10-05 13:34:13 | Fernando Silva | Haas | 212.509
2024-10-05 10:38:05 | Pedro Oliveira | Williams | 212.512
2024-10-05 12:10:40 | Fernando Silva | McLaren | 212.516
2024-10-05 17:06:23 | Pedro Oliveira | McLaren | 212.516
2024-10-05 11:45:06 | Carlos Andrade | Alpine | 212.518
2024-10-05 10:45:56 | Leonardo Almeida | Alfa Romeo | 212.523
2024-10-05 15:21:54 | Rafael Rocha | AlphaTauri | 212.527
2024-10-05 13:22:54 | José Ferreira | Aston Martin | 212.53
2024-10-05 14:46:47 | Marcos Costa | Haas | 212.531
2024-10-05 14:06:30 | Pedro Oliveira | Ferrari | 212.532
2024-10-05 17:10:57 | Thiago Mendes | AlphaTauri | 212.532
2024-10-05 17:06:23 | Leonardo Almeida | Aston Martin | 212.533
2024-10-05 14:48:48 | José Ferreira | Mercedes | 212.534
2024-10-05 12:38:03 | Marcos Costa | Haas | 212.534
2024-10-05 11:39:03 | Thiago Mendes | Alfa Romeo | 212.535
2024-10-05 11:16:52 | Felipe Barbosa | McLaren | 212.536
2024-10-05 13:24:57 | Marcos Costa | McLaren | 212.541
2024-10-05 16:12:14 | Leonardo Almeida | McLaren | 212.544
2024-10-05 14:28:34 | Leonardo Almeida | Williams | 212.545
2024-10-05 13:16:39 | Vinícius Pereira | Alpine | 212.551
2024-10-05 16:26:23 | Vinícius Pereira | Aston Martin | 212.553
2024-10-05 18:38:02 | Leonardo Almeida | AlphaTauri | 212.555
2024-10-05 18:54:31 | Felipe Barbosa | McLaren | 212.557
2024-10-05 13:38:54 | José Ferreira | Alfa Romeo | 212.557
2024-10-05 14:38:11 | Carlos Andrade | Ferrari | 212.558
2024-10-05 14:48:50 | Leonardo Almeida | Ferrari | 212.561
2024-10-05 15:46:19 | Rafael Rocha | Haas | 212.561
2024-10-05 15:22:05 | Rafael Rocha | Ferrari | 212.562
2024-10-05 14:09:26 | Felipe Barbosa | Red Bull Racing | 212.564
2024-10-05 14:50:51 | Gabriel Souza | Mercedes | 212.564
2024-10-05 14:07:13 | Leonardo Almeida | Aston Martin | 212.569
2024-10-05 14:14:08 | Rafael Rocha | Haas | 212.57
2024-10-05 12:31:29 | Marcos Costa | AlphaTauri | 212.571
2024-10-05 14:53:38 | Marcos Costa | Alfa Romeo | 212.575
2024-10-05 17:43:59 | Rafael Rocha | Aston Martin | 212.575
2024-10-05 10:53:32 | Felipe Barbosa | Alpine | 212.578
2024-10-05 14:24:12 | Vinícius Pereira | Mercedes | 212.582
2024-10-05 10:33:45 | Pedro Oliveira | Williams | 212.584
2024-10-05 16:05:23 | Leonardo Almeida | Aston Martin | 212.588
2024-10-05 14:14:10 | Vinícius Pereira | Mercedes | 212.589
2024-10-05 16:59:53 | Carlos Andrade | Haas | 212.592
2024-10-05 16:23:37 | Vinícius Pereira | Ferrari | 212.594
2024-10-05 18:29:15 | Marcos Costa | Alpine | 212.597
2024-10-05 12:43:58 | Marcos Costa | Ferrari | 212.597
2024-10-05 18:07:02 | Fernando Silva | McLaren | 212.6
2024-10-05 14:06:35 | Rafael Rocha | Red Bull Racing | 212.604
2024-10-05 13:23:37 | Vinícius Pereira | Aston Martin | 212.604
2024-10-05 17:11:09 | Vinícius Pereira | Haas | 212.61
2024-10-05 17:53:34 | Vinícius Pereira | Mercedes | 212.613
2024-10-05 15:29:21 | Felipe Barbosa | Alpine | 212.616
2024-10-05 14:34:36 | Pedro Oliveira | Alpine | 212.617
2024-10-05 15:31:26 | José Ferreira | AlphaTauri | 212.618
2024-10-05 12:05:59 | Thiago Mendes | Ferrari | 212.618
2024-10-05 11:28:04 | Fernando Silva | Williams | 212.619
2024-10-05 16:03:05 | Gabriel Souza | Red Bull Racing | 212.619
2024-10-05 17:01:54 | Gabriel Souza | Ferrari | 212.619
2024-10-05 14:29:37 | Fernando Silva | Haas | 212.62
2024-10-05 14:34:00 | Carlos Andrade | McLaren | 212.621
2024-10-05 18:02:15 | Leonardo Almeida | Ferrari | 212.621
2024-10-05 14:18:41 | Marcos Costa | Aston Martin | 212.623
2024-10-05 17:53:59 | Felipe Barbosa | Alpine | 212.626
2024-10-05 17:52:15 | Fernando Silva | Mercedes | 212.629
2024-10-05 15:55:09 | José Ferreira | McLaren | 212.629
2024-10-05 10:15:01 | Thiago Mendes | Aston Martin | 212.632
2024-10-05 13:31:29 | Felipe Barbosa | Alpine | 212.635
2024-10-05 16:05:42 | José Ferreira | Alfa Romeo | 212.635
2024-10-05 13:39:41 | Lucas Silva | Red Bull Racing | 212.636
2024-10-05 17:38:50 | Thiago Mendes | Alpine | 212.638
2024-10-05 18:41:41 | Vinícius Pereira | Williams | 212.638
2024-10-05 18:03:11 | Rafael Rocha | Red Bull Racing | 212.639
2024-10-05 13:39:46 | Carlos Andrade | Mercedes | 212.64
2024-10-05 14:43:49 | Marcos Costa | Mercedes | 212.64
2024-10-05 16:39:18 | Leonardo Almeida | Haas | 212.642
2024-10-05 10:34:34 | Vinícius Pereira | Red Bull Racing | 212.643
2024-10-05 14:58:46 | Felipe Barbosa | Aston Martin | 212.644
2024-10-05 11:02:02 | Pedro Oliveira | McLaren | 212.644
2024-10-05 18:19:35 | Fernando Silva | Aston Martin | 212.646
2024-10-05 12:33:45 | Lucas Silva | Mercedes | 212.646
2024-10-05 12:46:18 | Fernando Silva | Aston Martin | 212.649
2024-10-05 13:19:55 | Marcos Costa | Ferrari | 212.654
2024-10-05 16:23:53 | Felipe Barbosa | Haas | 212.656
2024-10-05 11:37:22 | Leonardo Almeida | McLaren | 212.657
2024-10-05 17:47:41 | Gabriel Souza | Alpine | 212.659
2024-10-05 16:47:47 | Leonardo Almeida | Haas | 212.661
2024-10-05 15:46:18 | Felipe Barbosa | Aston Martin | 212.662
2024-10-05 16:10:31 | Carlos Andrade | Haas | 212.664
2024-10-05 16:11:29 | Rafael Rocha | Haas | 212.666
2024-10-05 13:11:36 | Leonardo Almeida | Alpine | 212.667
2024-10-05 17:05:10 | Felipe Barbosa | Red Bull Racing | 212.67
2024-10-05 16:33:29 | Rafael Rocha | Haas | 212.673
2024-10-05 14:27:27 | Marcos Costa | Alpine | 212.674
2024-10-05 13:45:46 | Lucas Silva | McLaren | 212.676
2024-10-05 10:41:16 | Vinícius Pereira | Mercedes | 212.68
2024-10-05 11:40:52 | Fernando Silva | Aston Martin | 212.686
2024-10-05 18:26:32 | Pedro Oliveira | Williams | 212.687
2024-10-05 10:41:05 | Fernando Silva | Alpine | 212.689
2024-10-05 16:02:13 | Lucas Silva | AlphaTauri | 212.69
2024-10-05 16:41:05 | Rafael Rocha | Alfa Romeo | 212.694
2024-10-05 16:26:56 | Carlos Andrade | Aston Martin | 212.695
2024-10-05 17:13:57 | Pedro Oliveira | McLaren | 212.704
2024-10-05 18:53:02 | Vinícius Pereira | Alpine | 212.707
2024-10-05 10:05:02 | Marcos Costa | Mercedes | 212.709
2024-10-05 14:00:25 | Vinícius Pereira | Alpine | 212.709
2024-10-05 18:47:54 | Rafael Rocha | Alfa Romeo | 212.713
2024-10-05 11:07:13 | Thiago Mendes | Ferrari | 212.715
2024-10-05 17:14:33 | José Ferreira | McLaren | 212.719
2024-10-05 10:35:39 | Pedro Oliveira | Red Bull Racing | 212.719
2024-10-05 11:44:51 | Thiago Mendes | Alfa Romeo | 212.72
2024-10-05 10:14:20 | Rafael Rocha | McLaren | 212.724
2024-10-05 10:42:56 | Gabriel Souza | AlphaTauri | 212.726
2024-10-05 17:48:35 | Lucas Silva | McLaren | 212.726
2024-10-05 11:51:35 | Lucas Silva | Williams | 212.727
2024-10-05 16:05:42 | José Ferreira | McLaren | 212.73
2024-10-05 14:01:42 | Pedro Oliveira | Haas | 212.734
2024-10-05 10:06:09 | Pedro Oliveira | Alpine | 212.735
2024-10-05 12:07:22 | Rafael Rocha | McLaren | 212.735
2024-10-05 10:29:51 | Leonardo Almeida | Alpine | 212.74
2024-10-05 18:35:11 | Gabriel Souza | Mercedes | 212.741
2024-10-05 10:42:18 | Marcos Costa | Mercedes | 212.744
2024-10-05 15:43:38 | Rafael Rocha | Alpine | 212.747
2024-10-05 13:27:40 | José Ferreira | Ferrari | 212.752
2024-10-05 12:28:12 | Thiago Mendes | Aston Martin | 212.752
2024-10-05 12:47:02 | Felipe Barbosa | Red Bull Racing | 212.754
2024-10-05 10:49:57 | Fernando Silva | Williams | 212.756
2024-10-05 15:26:15 | Gabriel Souza | Ferrari | 212.757
2024-10-05 14:57:44 | Marcos Costa | Ferrari | 212.758
